,分词结果,label,act_label,预测结果,人工分类
457,值得 办 几种 卡 知识 说起 第一 时间 脑海 里 句 话 始建  年 国有 五大 行 也许 称谓 感冒 举出 证明 确确实实 国有 五大 行 反驳 小白 科普 所有人 必备 优势 活动 服务 额度 持卡人 只聊 知识 一概 不提 几种 卡片 推荐 第一张 肯定 最红 炸子鸡 交通卡 张卡 沃尔玛 联名 发行 卡片 金普卡 额度 万 万 提额 资产 普卡过 万 梦 张卡 周六 周四 沃尔玛 店内 沃尔玛  单笔 消费  元 享受 .% 刷卡金 地方 消费 元 积分 折抵 沃尔玛 超市 消费 说 卡 最长  天 免息期 免息期 时间 长 活动 期间 消费 达标 领取 羊毛 做 周周刷 超级 最红星期五  年 做 沃尔玛 卡 积分 兑换 沃尔玛 店内 刷卡金 炸子鸡 原因 积分兑换 区间 兑换 比例 太 详细 介绍 万积分 兑换 . 元 刷卡金 每卡 兑换 上限 样子 大佬 明白 兑换 渠道 官网 中 积分 商城 积分兑换 刷卡金 沃尔玛 超市 消费 划算 出场 选手 当属  年 月  日 上场 白金 很酷 全名 金卡 张卡 眼里 青年 卡 升级版 起步 额度  曲线 张卡 出场 弥补 白金卡 尴尬 张卡 值得 分析 几点  比例 兑换 航空 里程 免费 次龙腾 境外 机场 贵宾室 鸡肋 分行  贵宾 通道 说 航空 里程 兑换 国航 东航 南航 海航 亚洲 万里行 航空 里程 配合 境外 倍 积分 活动  兑换 比例 吹 一波 出国 旅游 必备 神器 关闭 非 白金卡 里程 兑换 渠道 这张 白金 摸不到 朋友 不二 之选 白麒麟 年 上限 兑换 万 里程 相比 白金 兑换 上限 一半 万 积分  万 算一算 配合 境外 倍 活动 一年 消费 . 万 满额 兑换 万 里程 至少 洲际 头等舱 往返 万 上限 消费者 需求 大佬 请 忽视 积分 图 第二点 鸡肋 龙腾 相  全球 分布 做 有待 提高 分行  通道 适合 跑 柜面 办理 业务 网点 办 业务 意味着 一群 长辈 排队 队 卡板 发给 幸运 小伙伴 拿到 电子 阅读器 看书 局限于 书本 俗话说 出没 处 必有 祥瑞 发生 走来 小丁 喜欢 卡 这卡板 爱到 不行 看官 瞧瞧 祥瑞 祥瑞 说 此卡出 好看 哪些地方 吸引 年费  大洋 新户 达标 免首 年 万积分 兑换 酒后代驾 次 最红星期五 立减 % 卡是 % 次沃德 境内 机场 贵宾室 次龙腾 全球 机场 贵宾室 延误 险 附属卡 境外 倍 积分 讲 先 第一点 新户 核卡  天内 消费 笔  免首 年  太值 万 积分换 取 次年 年费 新户 固定 额度 万 网申 首年  大洋 免不了 酒后代驾 次 代驾值 钱 业务 应酬 真心 推荐 办理 星期五 消费 达标 报名 合作 加油站 超市 立减 % 划算 主打 活动 贵宾室 相比 中规中矩 不差 张卡 丁 喜爱 情怀 小丁带 一睹 顶级 卡 风采 请 图片 质感  格 高大 年费  私人 资格 完 中 黑 实体 卡 有何感想 选 适合 卡来 玩 帖子 优逸白 两张 图片 来源于 卡友望 知悉,16,16,积分,积分
458,玩卡 刷 沃尔玛 卡 姿势 最低 还款 刷空 共享 额度 正确 刷卡 姿势 养起来 卡 估计 进黑屋 只能 最长 期,20,20,还款,还款
459,打电话 干嘛 账单 日一过 打电话 隔 几天 没接 妈 真烦,19,19,账单,账单
460,万年 去年 一年 平时 消费 套现 月 月 空卡 临时 电话 分 期 他妈的 分 奶奶 说 风控 月 当天 进 当天 买  太平,10,10,市场活动,市场活动
461,公道 媳妇 白户 秒 批 四万 辛辛苦苦 养 三年 两万 公道,20,20,还款,还款
462,下卡寄卡 速度 昨天下午 卡 秒 批 收到 卡 时间 额度 速度 点赞 等级 发 图,20,20,还款,还款
463,沃尔玛 卡 申请 张 金卡  额度 申请 普卡 积分 合并 计算 一年 只能 兑换  积分 说 卡 分开 兑换,16,16,积分,积分
464,点 配送 情况 繁忙 情况 中奖 信息 配送 情况 破,10,10,市场活动,市场活动
465,情况,20,20,还款,还款
466,弱弱 问个 事 两张 卡 流水 分开 算 算,20,20,还款,还款
467,说出 首提 时间 幅度 ! 不首 提 五月份 卡 月 没首 提 临额  生日 月 撸 太狠 分  三期 一期 完,10,10,市场活动,市场活动
468,香港 消费 提额 有用吗 老婆 卡 万年不提,10,10,市场活动,市场活动
469,版块 凉 版块 凉 一点 夏天,20,10,还款,市场活动
470,骚扰 电话 客服 语气 严肃 搞 神秘 卡有 问 卡 第二句 原形毕露 介绍 顺便 问 区 号    区别,8,8,好享贷,好享贷
471,款 红包 撸 一哈 云闪付 活动,10,10,市场活动,市场活动
472,救急 这张 卡用 年 分文 不提 额度 一万 一万 卡 曲线 十行 卡 征信 还行 前 几天 砖行,22,22,额度调整,额度调整
473,周周刷 周 万  多名 求 讨论 仔细 研究 忘记 周 朋友 排名 耳机 稳操胜券 这下 尴尬 逛 云台,10,10,市场活动,市场活动
474,刷过 公立 事业性 调额 无望 记得 去年 丈母娘 住院 单位 赶过去 身上 没带 钱 小娇刷 三甲 公立医院 住院费 老婆 卡交过 物业费 充过 燃气 费 影响,20,10,还款,市场活动
475,固定 推荐 额度 提额 失败 账单 还清 原因,19,20,账单,还款
476,额度 对不起 卡号  额度,22,22,额度调整,额度调整
477,啥意思 降额 跳,20,20,还款,还款
478,申请 拒 隔 再申 去年 月 审核 几天 拒 月 申请 秒 拒 情况 隔 申才行 进 黑名单,13,13,申请,申请
479,周周刷 后期 礼品 配送 时间 周周刷 后期 礼品 配送 时间 查询 失败 有没有 指导 发货 时间  云台,10,10,市场活动,市场活动
480,沃尔玛 卡 刷卡金 刷卡金 换 万 账户 里  万 只能 换 沃尔玛 刷卡金 干 明年 亏 万积分,10,10,市场活动,市场活动
481,沃尔玛 卡 求解 收到 卡 太多 懂 积 分 一年 是从 开启 卡片 一年 一月 年底 卡积分 转移 沃尔玛 卡,16,16,积分,积分
482,半年 评分 红 鲤鱼 首卡  临时 额度 .  近期 普卡 额度 共享 遂 销红 鲤鱼 问 提额 半年 综合 评分 提高,22,22,额度调整,额度调整
483,万事达 银联 选择 如题 白金卡 选择 万事达 银联 区别 经济 实惠,12,12,支付,支付
484,还款 没收 降额 开森 两万 额度 账单 一万 降额 忐忑 全款 额度 恢复 一万多 降 开心 开心,22,20,额度调整,还款
485,白麒麟 下卡 额度 网申 第二天 回访 额度  最低 额度,22,22,额度调整,额度调整
486,曲线 提额 金凤 万  多年 临时 提 客服 找 经理 说 升级 白金 问 曲线 提额 成功,22,22,额度调整,额度调整
487,沃尔玛 上周五 充了  减  上周五 充了  减  电联 神兽 客服 说 耐心 等待 两天 自动 返还 卡里 周三 没收 有没有 没收 满减,20,20,还款,还款
488,阿娇 提额 闹着玩 点 提额 提示 查 征信 同意 查 页面 一转 提   兴奋  走起 调额 失败 操作 有误 失败 是我太 贪 不该 调到  曹 失败 去求 搞,22,22,额度调整,额度调整
489,记仇 年  年 公司 办理 公积金 卡 额外 送 额度 .  用卡 大半年 时间  风控 警告 额度 降低  销卡 生气 销卡 几年 陆续 网上 尝试 提示 网申 卡片 资格 请 尝试 渠道 申卡 昨天 网申 卡 业务员 上门 核实 批卡 额度 .  奉劝 一句 记仇 用卡 需谨慎,21,22,销卡、销户,额度调整
490,普卡要 销了 二卡下 张 额度 普卡  普卡要 销了,8,8,好享贷,好享贷
491,高 总 授信 推倒 卡员 下户 总 授信  拒绝 总 授信  申请 拒绝 总 授信  申请 拒绝  再试 姿势,13,13,申请,申请
492,下载 买单吧 老婆 资料 提交 抱歉 提供 资料 本本 渠道 纳去 如想 申请 网点 质询,0,0,APP,APP
493,沃尔玛 申请,16,16,积分,积分
494,怒销 阿娇 邀请 办铁 总金卡 几年  额度 一怒之下 销卡 一年 电话 说 幼稚 邀请 办铁 总金卡 讽刺 忽悠 说 提额 多用 卡 办卡 几年  告诉 总行 邀请 参考 现有 额度 额度 最快 下午 短信通 知 晚 明天 同意 试试看 好几年 前 资料 核对 一遍 看能,22,22,额度调整,额度调整
495,逾期 催收 逾期 天 一万多 超限 三千多   打电话 提供 直系亲属 电话 工作 单位地址 说 核查 资金 情况 单位 同事 家人 填 联系人 公司 同事 离职 好多年 骚扰 上个月 逾期 接电话 半个 月 联系人 打电话 月 钱 担心 联系人 打电话 接 电话 联系人 多年 尴尬 催收 做 录音 备案 说 款 后续 一系列 催收 流程 不良影响 后果 承担 概不负责 后续 追究 程序 接受 亲戚朋友 同事 招呼 核查 经济 情况 好烦 联系人 家人 打电话,20,5,还款,催收
496,帅哥美女 能出 好享贷 人品分 条件,8,8,好享贷,好享贷
497,偷偷 提额 年初  提额 买单吧 点 提额 买单吧 点 额度 发现 提到  临额,22,22,额度调整,额度调整
498,提额  一年 临时 试了试 提 固定 加,22,22,额度调整,额度调整
499,宽限期 天 忘记 还款 到期 还款 日 第三天 全额 还款 会上 征信 害怕,20,20,还款,还款
500,没收 短信 提额 神奇 消费 能力 刷 提额 消费 % 达 不到 提额 短信 签到 活动 短 信 提示 上次 申 友谊 卡是 月份 半年 时间,22,10,额度调整,市场活动
501,冷冻 有用  额度 食 无味 弃之可惜 年前  用卡 年 额度 没涨 注销 有人 说 客服 注销 时会 回访 提额 年前 重申 下卡 额度  两年 提 试用 冷冻 大法,22,22,额度调整,额度调整
502,刷卡 提额 六个月 提 百分之二十 第六期 账单 日 钱 账单 计入 下期 账单,19,19,账单,账单
503,新户 真  ..._ 昨天 推荐 朋友 办卡 批卡 激活  账 刷 三笔 领  刷卡金 太给力 北京分行  刷卡金,10,10,市场活动,市场活动
504,万年不提 卡 已销 省心 万年不提 卡 已销 省心 欠 . 元 图,0,20,APP,还款
505,白户 申 三张 卡 制卡 菜卡 销掉 懂 月 日 网申 黄鸭 金卡 看中 元 观影 百度 说 白户 月 日 中午 网申 标准 金卡 分钟 短信 批 普卡 额度  少 算首卡 晚上 网申 月 号 光大 短信 说 寄卡 待面 签 一度 娘 光大 面签 十审九拒 心想 起码 工行 短信 审批  里 一查 额度  想着 光大 爱拒 拒 留 不留  太少 点 注销 审卡下 卡 影响 只留 工行 销掉 菜 卡 光大 拒 销户 拒 系统 自动 销户,22,22,额度调整,额度调整
506,最红 活动 返 刷卡金 刷 减,10,10,市场活动,市场活动
507,周周刷 奖品 写明 月底 寄出 周周刷 奖品 写明 月底 寄出 去年 奖品 迟 寄 月 好久,10,10,市场活动,市场活动
508,七个 账单 日 难受 七个 账单 日 不首 提 没戏 没戏 放弃,19,19,账单,账单
509,普卡 额度 沃尔玛 卡 额度 高 客服 电话 调平 标准 银联 普卡 额度  上星期 金卡 额度  调平 额度 客服 电话 调平 额度,22,22,额度调整,额度调整
510,无人机 收到 无人机 收到,20,10,还款,市场活动
511,白麒麟 免密 支付 默认 下卡 开启 手机银行 关不掉 用卡 注意安全 如题 手机银行 关闭 免密 支付 没用 闪付 时  块 之内 密码 只能 致电 客服 人员 关掉 类似 设备 靠近 很大 概率 卡刷,12,12,支付,支付
512,买单吧 昨天 申请 今早 买单吧 卡 中午 申请 第二天 早上 太快 太给力 卡 兄弟 说 下风 控,13,0,申请,APP
513,路边摊 申卡 拒 网上 申请 昨天 路边 业务员 短信 拒 短信里 说 买单吧 完善 材料 申请 懂 业务员 更好,13,13,申请,申请
514,买单 力 达成 难度 太大 看场 电影 商城 消费 一笔 凑够  消费 三万  点 总计 露头 多一点 刚卡 担心 风险 入账 延迟 万积分 不难 买单 力 能省 积分换 点 反正 刷 变主刷,10,10,市场活动,市场活动
515,. 折 活动 奖品 抢 . 折 活动 奖品 抢 有没有 参加 影响 下次 提额,10,10,市场活动,市场活动
516,提额 提示 超额 还款 下个 账单 试试 小白 玩卡  一年 提 固定 额度 去年 有过 临时 额度 试 最低 款 分 过期 空卡 账单 日过 点 提额 提示 超额 问问 搞 超额 能查 超,22,18,额度调整,账务查询
517,记仇 注销 半年 网申 秒 拒,21,0,销卡、销户,APP
518,月 提额 下个月 出账 一周 提 销卡 浪费 征信 位置,21,21,销卡、销户,销卡、销户
519,人头 送 送 纠结 销卡 后申 几年 拿下,21,21,销卡、销户,销卡、销户
520,沃尔玛 卡 卡 想,16,16,积分,积分
521,人品分 莫名其妙 降到  多分 上个月  多分 莫名其妙 降 但试 做 情况,10,20,市场活动,还款
522,秒 低 额度 多人 吐 槽 填完 资料 青年 卡 秒 确  额度 太 低 多人 吐 槽 降额 慌 到手 消,22,22,额度调整,额度调整
523,周周刷 我选 积分 账 刷 三周 换 积分,16,16,积分,积分
524,打电话 提额 打电话 两万 两万块 套现 发现 收 保护费,8,8,好享贷,好享贷
525,额度 调平 调平 几个 客服 调平,8,8,好享贷,好享贷
526,最红 优惠券 抢 如图 抢 买 太,10,10,市场活动,市场活动
527,年前 通封卡 几年  次 隔天 拒前 几天 业务员 申请 短信 告知 未 一句 话 提供 资料 网点 递交 材料 能过 经历,13,10,申请,市场活动
528,逾期 催收 几天 征信,20,20,还款,还款
529,沃德 借记卡 达标 管理费 说,20,10,还款,市场活动
530,黑名单 进 黑名单 咯 如图,0,0,APP,APP
531,写 感谢信 铁公鸡 一年 提了  发个 信息 好像 谢主 隆恩 前 两个 月 冷藏 月 提 第一次,0,8,APP,好享贷
532,逾期 催收 近几个月 手头 紧 两个 月 最低 还款 临时 额度 额度 超 一条 邮件 大佬,20,20,还款,还款
533,新手 申卡 求助 白户 大家庭 持有 行 线上 线下 值得 入手 求教,20,10,还款,市场活动
534,网点 进件 卡 捋 情况 说 详细 点 买 万 理财 一年 多前 取出 放在 地方 做 理财 月 储蓄卡 转 一千多 利息 卡里 一万多一点 手头 张卡 最低 .  .  微粒 贷 负债 高 自有 无房 家里 买 公积金 市级 国企 中层 管理 岗 去年 收到 电话 邀请 办卡 拒绝 网点 进件 房本 公积金 几率 大不大 申个 卡好,13,13,申请,申请
535,刷  周 排名 万多 周周刷 竞争 激烈,10,10,市场活动,市场活动
536,刷 打电话 确认 风控 刷 电话,10,10,市场活动,市场活动
537,青年 卡 青年 卡 封 加办 优异,13,13,申请,申请
538,冷冻 小利 诱惑 刷卡 年 万 几年 提额 好享贷 入坑 去年 月份 提前 结清 冷冻  删 微信 支付宝 联关 第二个 月  固额 月 一倍 临时 没用 临时 情况 月 月 发短信 参加 刷卡 活动 没理 冻 先 冻死,12,8,支付,好享贷
539,排名 .  选 .  七周 排名  .  八周 排名  我想 问下 有没有 周 .  排名 选 云台 稳不稳,16,16,积分,积分
540,小白 求教 标准 金卡 额度 破,22,22,额度调整,额度调整
541,鬼 死对头,20,20,还款,还款
542,两张 卡能 调平 额度 度 卡  沃尔玛 调到,22,22,额度调整,额度调整
543,临时 额度 提 行 优质 享受 额度 调升 服务  小时 回复  尾号  临时 额度 会调 升至 人民币  元 点击     查 额度 拒收 本短信 请  小时 回复   额度 开卡后 一年 用过 月 刷 刷 透支 临额 提 不提 固额 求 带飞,22,22,额度调整,额度调整
544,临时 普卡  月 固定 提到  临时 提到  白下 卡  月 临时 提到  求 指点 临时,22,22,额度调整,额度调整
545,苏宁 下卡 条件 很严  新户 网申 第二天 回 信息 说 未 达 发卡 标准 他行 经典  金卡  卡  悠然    臻 尚白  悠逸白  华夏 精英  阳光  民生 精英  储蓄 鼎雅白  民生 第一次 拒后 打电话 指点,10,10,市场活动,市场活动
546,周周刷 活动 求助 最红 周五 加油站 活动 冲油卡 折下来  算 周周刷 算 达标 冲突,10,10,市场活动,市场活动
547,收到 短信 尊敬 卡仅 用于 日常 消费  柜面 取现 持卡人 需 规范 用卡 收集 保留 近期 发票 签购单 核对 交易 情况 谢谢合作 情况,16,12,积分,支付
548,优逸 白金 加办 卡 第三天 收到 . 加办 . 审核 号 收到 卡 速度 申请 银联卡 寄来 两张 万事达 说加 办卡 只能 优逸白 银联 逗 哈哈哈,13,13,申请,申请
549,高额 老客户 邀请 奏效 发 图 尊敬 国航 凤凰 知音 银联  金卡于  审核 信用 额度  工作日 买单吧  查询卡 函 邮寄 进度 下载     请 收到 卡片 带好 随卡 夹 寄 卡函 身份证件 卡片 我行 网点 激活,6,6,卡寄送,卡寄送
550,固定 额度 点击 调整 说 符合 调额 点击 授权 查 征信 提额 多月,22,22,额度调整,额度调整
551,临额  有毒 影响 提固额 额度 红包 抽奖 抽  临时 额度 手贱点 影响 提 固定 额度 临额 结束 提 固定 额度,22,22,额度调整,额度调整
552,申请 沃尔玛 卡 自动 附加 白金卡 拒绝 前 几天 逛 超市 超市 门口 摆地摊 随口 问 人拉住 非要 说 三分钟 额度 拗不过 填 资料 选 优异 说 卡 填 填 完后 没出 额度 人工 审核 前天 征信 没批 查 意外 银联 白金卡 记录  拒 几个,22,22,额度调整,额度调整
553,销卡 磨叽 打电话 告诉 工作日内 销卡,21,21,销卡、销户,销卡、销户
554,提醒 最红 积分 选择 倍 积分 最红 积分 刷卡 参加 达标 点去 抢 短信 提醒 顺便 领取 每次 下午 领 喜欢 倍 积分 永远 名额 不用 抢 倍 积分 家里 水电 煤然 积分 全额 抵扣 不到 因人而异 平时 选择 小弟 抛砖引玉 留言 评论,16,16,积分,积分
555,阿娇 额度  太抠 前两天 张卡 想 薅 点 羊毛 没想到 额度  撸  积分 第一次 打交道 回事 激活 广银  砖行  废行  邮政,22,22,额度调整,额度调整
556,发短信 邀请 好过 特 邀请 办理 行 本月 核卡 指定 消费 条件 即可 换购 精美 礼品 一份 新 秀丽 箱包 套装 抽奖 机会 链接  发 收到 次 短信 储蓄卡,10,10,市场活动,市场活动
557,帮别人 办 联系人 留 手机号 朋友 逾期 超过 天 十三万 七八次 电话 投诉,20,20,还款,还款
558,周周刷 周 刷 算 排名 周 佛系 刷 周前 排名 万 周后 万 刷 金额 算 累积 排名 第三轮 选 中会 清零 排名,16,16,积分,积分
